"Company";"Company_Old";"NAIC";"Plan";"State";"Area";"Zip_Lookup_Code";"Gender";"T/NT";"Couple_Fac";"Eff_Date";"Rate_Type";"Age_For_Sorting";"Lowest_Rate?";"Highest_Rate?";"Age";"Monthly_Rate";"Quarterly_Rate";"Semi-Annual_Rate";"Annual_Rate";"Policy Fee";"Household Discount"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";2;30790.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";96.00;"N";"N";"96";356.11;1132.88;2223.00;4275.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";2;30790.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";97.00;"N";"N";"97";360.44;1146.66;2250.04;4327.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";2;30790.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";98.00;"N";"N";"98";364.60;1159.91;2276.04;4377.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";2;30790.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";99.00;"N";"N";"99";368.94;1173.69;2303.08;4429.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";2;30790.00;"Male";"Tobacco";"";"9/1/2018";"Attained Age";100.00;"N";"N";"100";368.94;1173.69;2303.08;4429.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";65.00;"N";"N";"65";172.60;549.08;1077.44;2072.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";66.00;"N";"N";"66";179.43;570.81;1120.08;2154.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";67.00;"N";"N";"67";186.34;592.81;1163.24;2237.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";68.00;"N";"N";"68";193.59;615.86;1208.48;2324.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";69.00;"N";"N";"69";201.17;639.98;1255.80;2415.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";70.00;"N";"N";"70";208.92;664.62;1304.16;2508.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";71.00;"N";"N";"71";217.16;690.86;1355.64;2607.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";72.00;"N";"N";"72";225.58;717.62;1408.16;2708.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";73.00;"N";"N";"73";234.66;746.51;1464.84;2817.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";74.00;"N";"N";"74";243.82;775.66;1522.04;2927.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";75.00;"N";"N";"75";253.65;806.93;1583.40;3045.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";76.00;"N";"N";"76";260.81;829.72;1628.12;3131.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";77.00;"N";"N";"77";268.31;853.57;1674.92;3221.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";78.00;"N";"N";"78";275.81;877.42;1721.72;3311.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";79.00;"N";"N";"79";283.39;901.53;1769.04;3402.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";80.00;"N";"N";"80";291.38;926.97;1818.96;3498.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";81.00;"N";"N";"81";295.05;938.63;1841.84;3542.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";82.00;"N";"N";"82";298.55;949.76;1863.68;3584.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";83.00;"N";"N";"83";302.13;961.16;1886.04;3627.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";84.00;"N";"N";"84";305.79;972.82;1908.92;3671.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";85.00;"N";"N";"85";309.46;984.48;1931.80;3715.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";86.00;"N";"N";"86";313.21;996.40;1955.20;3760.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";87.00;"N";"N";"87";316.87;1008.06;1978.08;3804.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";88.00;"N";"N";"88";320.71;1020.25;2002.00;3850.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";89.00;"N";"N";"89";324.45;1032.18;2025.40;3895.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";90.00;"N";"N";"90";328.54;1045.16;2050.88;3944.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";91.00;"N";"N";"91";332.37;1057.35;2074.80;3990.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";92.00;"N";"N";"92";336.28;1069.81;2099.24;4037.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";93.00;"N";"N";"93";340.28;1082.53;2124.20;4085.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";94.00;"N";"N";"94";344.53;1096.04;2150.72;4136.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";95.00;"N";"N";"95";348.53;1108.76;2175.68;4184.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";96.00;"N";"N";"96";352.86;1122.54;2202.72;4236.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";97.00;"N";"N";"97";357.19;1136.32;2229.76;4288.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";98.00;"N";"N";"98";361.36;1149.57;2255.76;4338.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";99.00;"N";"N";"99";365.60;1163.09;2282.28;4389.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";100.00;"N";"N";"100";365.60;1163.09;2282.28;4389.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";65.00;"N";"N";"65";191.51;609.24;1195.48;2299.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";66.00;"N";"N";"66";198.92;632.82;1241.76;2388.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";67.00;"N";"N";"67";206.83;658.00;1291.16;2483.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";68.00;"N";"N";"68";214.75;683.17;1340.56;2578.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";69.00;"N";"N";"69";223.24;710.20;1393.60;2680.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";70.00;"N";"N";"70";231.91;737.76;1447.68;2784.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";71.00;"N";"N";"71";241.07;766.91;1504.88;2894.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";72.00;"N";"N";"72";250.48;796.86;1563.64;3007.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";73.00;"N";"N";"73";260.48;828.66;1626.04;3127.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";74.00;"N";"N";"74";270.56;860.72;1688.96;3248.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";75.00;"N";"N";"75";281.47;895.44;1757.08;3379.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";76.00;"N";"N";"76";289.55;921.14;1807.52;3476.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";77.00;"N";"N";"77";297.71;947.11;1858.48;3574.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";78.00;"N";"N";"78";305.96;973.35;1909.96;3673.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";79.00;"N";"N";"79";314.62;1000.91;1964.04;3777.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";80.00;"N";"N";"80";323.54;1029.26;2019.68;3884.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";81.00;"N";"N";"81";327.45;1041.72;2044.12;3931.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";82.00;"N";"N";"82";331.53;1054.70;2069.60;3980.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";83.00;"N";"N";"83";335.28;1066.63;2093.00;4025.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";84.00;"N";"N";"84";339.36;1079.61;2118.48;4074.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";85.00;"N";"N";"85";343.36;1092.33;2143.44;4122.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";86.00;"N";"N";"86";347.78;1106.38;2171.00;4175.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";87.00;"N";"N";"87";351.78;1119.10;2195.96;4223.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";88.00;"N";"N";"88";356.02;1132.61;2222.48;4274.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";89.00;"N";"N";"89";360.19;1145.86;2248.48;4324.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";90.00;"N";"N";"90";364.44;1159.38;2275.00;4375.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";91.00;"N";"N";"91";368.94;1173.69;2303.08;4429.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";92.00;"N";"N";"92";373.43;1188.00;2331.16;4483.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";93.00;"N";"N";"93";377.60;1201.25;2357.16;4533.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";94.00;"N";"N";"94";382.26;1216.09;2386.28;4589.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";95.00;"N";"N";"95";386.93;1230.93;2415.40;4645.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";96.00;"N";"N";"96";391.76;1246.30;2445.56;4703.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";97.00;"N";"N";"97";396.51;1261.40;2475.20;4760.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";98.00;"N";"N";"98";401.09;1275.98;2503.80;4815.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";99.00;"N";"N";"99";405.84;1291.08;2533.44;4872.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";100.00;"N";"N";"100";405.84;1291.08;2533.44;4872.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";65.00;"N";"N";"65";172.60;549.08;1077.44;2072.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";66.00;"N";"N";"66";179.43;570.81;1120.08;2154.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";67.00;"N";"N";"67";186.34;592.81;1163.24;2237.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";68.00;"N";"N";"68";193.59;615.86;1208.48;2324.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";69.00;"N";"N";"69";201.17;639.98;1255.80;2415.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";70.00;"N";"N";"70";208.92;664.62;1304.16;2508.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";71.00;"N";"N";"71";217.16;690.86;1355.64;2607.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";72.00;"N";"N";"72";225.58;717.62;1408.16;2708.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";73.00;"N";"N";"73";234.66;746.51;1464.84;2817.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";74.00;"N";"N";"74";243.82;775.66;1522.04;2927.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";75.00;"N";"N";"75";253.65;806.93;1583.40;3045.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";76.00;"N";"N";"76";260.81;829.72;1628.12;3131.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";77.00;"N";"N";"77";268.31;853.57;1674.92;3221.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";78.00;"N";"N";"78";275.81;877.42;1721.72;3311.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";79.00;"N";"N";"79";283.39;901.53;1769.04;3402.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";80.00;"N";"N";"80";291.38;926.97;1818.96;3498.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";81.00;"N";"N";"81";295.05;938.63;1841.84;3542.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";82.00;"N";"N";"82";298.55;949.76;1863.68;3584.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";83.00;"N";"N";"83";302.13;961.16;1886.04;3627.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";84.00;"N";"N";"84";305.79;972.82;1908.92;3671.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";85.00;"N";"N";"85";309.46;984.48;1931.80;3715.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";86.00;"N";"N";"86";313.21;996.40;1955.20;3760.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";87.00;"N";"N";"87";316.87;1008.06;1978.08;3804.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";88.00;"N";"N";"88";320.71;1020.25;2002.00;3850.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";89.00;"N";"N";"89";324.45;1032.18;2025.40;3895.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";90.00;"N";"N";"90";328.54;1045.16;2050.88;3944.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";91.00;"N";"N";"91";332.37;1057.35;2074.80;3990.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";92.00;"N";"N";"92";336.28;1069.81;2099.24;4037.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";93.00;"N";"N";"93";340.28;1082.53;2124.20;4085.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";94.00;"N";"N";"94";344.53;1096.04;2150.72;4136.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"G";"CA";3;30791.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";95.00;"N";"N";"95";348.53;1108.76;2175.68;4184.00;"$20";"5%"
